date,horizon,max_cumulative_underestimate_kWh,total_cumulative_underestimate_kWh,slots,start_slot
2025-08-29,1h,518.4427000000001,7353.144849999999,6,40
2025-08-29,4h,667.3976333333335,7954.485883333327,24,29
2025-08-30,1h,605.7291000000002,6260.116383333334,6,87
2025-08-30,4h,534.261066666667,6309.904950000004,24,82
2025-08-31,1h,1384.2707500000001,25851.09605,6,61
2025-08-31,4h,3349.5051333333336,85464.29096666667,24,56
2025-09-01,1h,132.56369999999998,289.4989500000002,6,66
2025-09-02,1h,656.2085166666672,8880.173983333334,6,50
2025-09-02,4h,1555.9323000000002,22589.421950000004,24,34
2025-09-03,1h,292.9351833333329,1802.3018333333316,6,64
2025-09-04,1h,469.3478333333332,3541.8561666666656,6,47
2025-09-04,4h,562.1694166666667,2587.085216666666,24,30
2025-09-05,1h,484.89203333333353,2861.194633333334,6,56
2025-09-05,4h,301.5126666666657,880.6559499999939,24,53
2025-09-06,1h,1064.6616999999999,13165.402699999999,6,52
2025-09-06,4h,2224.5393999999997,37371.34563333334,24,37
2025-09-07,1h,992.2565999999997,9392.862199999996,6,74
2025-09-07,4h,1310.8394333333326,18867.58181666665,24,64
2025-09-08,1h,1445.2325500000002,29086.819166666664,6,86
2025-09-08,4h,3342.6049333333335,101571.69456666666,24,80
2025-09-09,1h,263.4731666666665,3951.14133333333,6,41
2025-09-09,4h,267.1990833333329,3294.9734166666613,24,23
2025-09-10,1h,1989.0748166666672,53951.6062,6,75
2025-09-10,4h,5084.148866666666,203332.1074,24,60
2025-09-11,1h,287.5943666666663,3787.4039499999967,6,97
2025-09-11,4h,207.82748333333342,1665.5664166666688,24,93
2025-09-12,1h,1260.2334999999998,26958.368399999996,6,75
2025-09-12,4h,3074.3916,93494.74861666668,24,59
2025-09-13,1h,338.2526166666666,5526.842683333334,6,82
2025-09-13,4h,549.442466666667,6173.9426000000085,24,81
2025-09-14,1h,1604.6398666666669,42668.53363333333,6,67
2025-09-14,4h,5257.358833333334,155362.02378333334,24,55
2025-09-15,1h,415.6626666666666,7244.8793,6,88
2025-09-15,4h,292.7792999999998,2717.906249999998,24,24
2025-09-16,1h,1683.483166666666,28615.51271666666,6,66
2025-09-16,4h,4080.8183,100958.31144999998,24,55
2025-09-17,1h,1033.5640333333336,17187.385816666665,6,57
2025-09-17,4h,2180.877916666667,45710.4805,24,45
2025-09-18,1h,462.8129666666661,6140.74341666666,6,73
2025-09-18,4h,627.7708999999987,9115.96319999999,24,71
2025-09-19,1h,1269.0082,20118.85963333333,6,66
