strategy_id,hour,load_mae,pv_mae,net_mae,net_bias
C3_ridge_gate,8,142.4962876839245,281.3804525635047,320.56548056063326,7.66912772875405
C3_ridge_gate,9,141.3601211968138,378.9358139403414,409.0755508411389,11.054684467981312
C3_ridge_gate,10,138.65429141238582,440.83903639034025,463.4671626265418,20.399387618984523
C3_ridge_gate,11,145.1725514248209,479.3382824379863,502.066738264794,21.017744760822083
C3_ridge_gate,12,141.46332864313376,480.2988540927819,508.5216956444039,14.093403944334169
C3_ridge_gate,13,146.90830024250224,402.22407716446145,439.2899385358855,12.635468423572732
C3_ridge_gate,14,152.64867888334237,342.3813935888074,384.06373312552597,4.855135952716086
C3_ridge_gate,15,154.79328962559546,259.6345284671306,308.28328157372044,0.8085805510471912
C3_ridge_gate,16,157.22949768283564,156.56239327482086,225.1075827292387,5.280169393903916
C3_ridge_gate,17,159.7593098523125,75.61775993809452,169.33357585079966,19.139393197745772
C3_ridge_gate,18,158.16502665586918,29.17296659180928,157.95382491125233,24.561735670779903
C3_ridge_gate,19,157.02055108647713,6.296958097591776,157.21903278805934,8.235399455001184
C3_ridge_gate,20,160.06615745938473,0.0008088822355289421,160.06611534361627,2.6860941724217064
C3_ridge_gate,21,160.69460514369888,0.0,160.69460514369888,2.614927367995862
C3_ridge_gate,22,162.46103408588831,0.0,162.46103408588831,0.3404945473001556
C3_ridge_gate,23,157.66846721844323,0.0,157.66846721844323,3.9889964527185033
